Age,Potential,Wage,Preferred Foot,Weak Foot,Position,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,Positioning,Vision,Penalties,GKPositioning,GKReflexes,Value
28,77,€26K,Right,4,ST,5'10,176lbs,69,77,74,71,74,77,66,77,78,78,74,74,76,80,77,80,75,78,71,71,16,7,€9M
34,77,€28K,Right,3,CDM,6'0,163lbs,59,54,60,77,53,62,64,70,53,42,64,77,61,72,70,69,77,58,70,60,10,14,€2.7M
25,80,€51K,Left,3,CAM,5'11,161lbs,71,70,62,76,68,76,76,77,73,77,76,69,69,77,58,83,61,77,78,75,11,8,€11M
24,82,€34K,Left,4,LB,5'9,154lbs,79,60,64,74,59,73,74,76,78,80,75,76,76,76,82,78,70,69,70,65,14,12,€10M
25,81,€17K,Left,4,RCM,5'11,187lbs,79,69,69,81,70,75,84,78,69,73,71,74,65,88,68,78,69,69,78,66,15,13,€11.5M
27,77,€95K,Right,3,LW,6'1,161lbs,69,75,78,75,76,78,61,78,76,83,76,78,62,78,80,74,75,79,71,70,12,16,€9.5M
23,83,€10K,Right,2,CB,6'4,176lbs,32,37,79,71,32,42,40,53,64,72,51,70,41,50,70,79,80,32,51,47,16,13,€10.5M
28,78,€23K,Right,3,CB,6'1,190lbs,21,23,81,73,23,34,49,68,32,35,31,79,32,66,65,71,88,36,35,42,13,8,€8M
27,77,€53K,Right,3,LM,5'8,154lbs,74,71,56,72,72,77,74,75,89,90,91,77,87,76,65,86,60,74,70,61,10,6,€9.5M
26,78,€19K,Right,3,GK,6'2,185lbs,9,12,12,26,11,15,13,22,36,38,40,74,42,21,72,31,67,10,34,22,72,79,€7M
21,84,€44K,Right,4,CM,5'9,157lbs,67,57,50,79,57,78,66,80,74,68,75,74,84,64,68,78,63,68,75,61,15,13,€12.5M
32,77,€24K,Right,3,CM,5'9,176lbs,67,61,58,78,39,72,65,79,69,69,72,80,74,69,60,74,78,69,80,59,15,14,€6.5M
30,77,€26K,Left,5,LB,6'1,161lbs,76,54,77,77,71,71,81,72,81,82,67,72,66,84,72,89,82,57,56,77,8,10,€6.5M
32,77,€23K,Right,3,ST,5'11,159lbs,61,83,66,79,75,80,84,78,67,53,79,78,70,75,73,70,69,80,77,78,15,6,€7M
26,78,€22K,Right,3,RB,5'7,143lbs,78,71,74,77,66,78,52,79,81,88,83,75,87,72,74,77,64,78,63,64,16,10,€8.5M
29,77,€25K,Right,3,CM,6'2,174lbs,47,60,81,78,75,66,31,75,33,38,41,80,52,71,77,76,79,71,76,51,8,16,€8.5M
27,78,€47K,Right,4,CAM,5'11,172lbs,84,72,53,80,65,75,82,77,63,65,66,76,73,74,70,93,71,76,84,65,16,11,€10M
33,77,€74K,Left,3,LB,5'7,154lbs,84,63,74,78,63,75,81,80,66,59,69,79,83,84,67,64,55,73,73,90,13,12,€3.4M
30,77,€65K,Left,3,CB,6'3,190lbs,51,25,77,68,30,61,51,59,59,64,57,70,54,68,74,64,80,33,50,39,4,4,€6.5M
27,77,€51K,Left,2,CB,6'1,183lbs,66,20,74,58,17,60,48,55,76,78,68,72,58,62,88,75,82,38,34,37,8,14,€7.5M
31,77,€22K,Right,4,ST,6'1,176lbs,56,73,84,70,75,71,70,75,72,67,72,73,58,81,77,75,85,76,70,70,14,14,€8M
21,84,€19K,Right,3,RCB,6'2,172lbs,65,30,79,72,30,69,45,71,73,77,66,74,54,42,73,78,77,53,59,37,12,9,€11M
32,77,€17K,Left,2,CAM,6'4,183lbs,63,74,80,75,78,80,69,78,76,74,74,72,79,76,82,80,76,79,79,78,15,15,€7M
34,77,€10K,Right,4,CAM,5'8,157lbs,71,62,60,86,55,76,71,78,67,69,77,72,78,73,48,71,63,62,86,76,8,11,€4.5M
29,77,€80K,Left,3,ST,6'4,174lbs,60,77,91,66,74,67,53,74,43,50,57,77,47,83,83,50,92,78,65,73,10,6,€9M
30,77,€ 0,Right,3,CB,6'2,157lbs,42,33,80,72,40,49,52,48,57,59,69,78,61,42,79,72,72,44,46,47,15,8,€ 0
34,77,€1K,Right,3,GK,6'3,198lbs,13,9,10,29,12,11,14,12,44,44,56,74,32,19,73,37,78,14,63,15,80,81,€3.6M
33,77,€6K,Right,3,ST,5'10,179lbs,70,80,73,73,74,77,67,81,63,59,72,75,74,78,80,67,75,81,76,72,6,13,€5.5M
23,83,€15K,Right,3,GK,6'3,183lbs,12,13,13,29,15,19,14,17,40,46,69,69,40,22,61,42,68,11,28,24,74,77,€9M
27,77,€17K,Right,3,RS,5'10,161lbs,75,76,66,73,77,78,82,78,78,81,73,77,68,83,64,68,68,79,73,77,9,11,€9.5M
21,83,€15K,Right,3,CB,6'0,176lbs,30,22,78,74,33,55,34,69,69,68,67,76,74,48,81,67,72,25,38,51,8,8,€10.5M
25,79,€76K,Right,3,RDM,5'11,163lbs,66,57,57,80,39,68,69,76,58,60,65,75,62,76,69,92,68,63,70,62,12,6,€9M
28,77,€24K,Right,3,CDM,6'0,179lbs,62,55,61,73,48,69,57,70,57,53,68,80,62,73,81,79,78,62,71,72,15,12,€7M
27,80,€22K,Left,3,GK,6'4,172lbs,15,14,14,39,13,20,12,12,37,34,38,74,29,25,48,43,69,10,42,24,77,75,€7.5M
28,77,€1K,Right,3,ST,6'3,194lbs,45,79,80,64,62,70,52,75,74,72,54,74,51,73,74,75,86,80,55,66,8,6,€9M
24,80,€41K,Right,4,RM,5'11,172lbs,71,72,62,72,72,83,64,79,79,83,76,74,75,84,87,78,66,72,75,58,7,7,€11.5M
24,82,€24K,Right,2,LS,5'11,170lbs,56,76,83,66,71,74,57,75,71,72,72,77,79,78,83,74,71,79,67,62,8,6,€12M
30,77,€35K,Right,2,CAM,5'10,157lbs,74,66,60,79,67,76,87,78,83,77,81,78,74,71,64,73,64,67,80,67,12,12,€8.5M
30,77,€34K,Right,3,RM,5'8,146lbs,75,75,56,71,80,83,65,75,84,78,85,74,83,71,78,73,57,75,69,73,7,14,€8.5M
23,82,€38K,Right,3,LM,6'2,185lbs,75,75,75,75,75,74,69,76,78,79,77,82,58,77,76,85,78,73,73,70,12,7,€12M
28,77,€41K,Right,4,RS,6'1,185lbs,68,77,76,72,73,75,69,75,75,77,75,76,64,74,81,76,72,78,69,77,14,9,€9M
33,77,€31K,Right,3,LS,6'2,181lbs,65,80,79,77,84,72,73,76,41,44,60,83,59,81,71,51,77,82,71,83,14,16,€5.5M
28,77,€41K,Right,4,RS,6'1,216lbs,48,75,84,68,75,70,53,71,69,68,66,73,46,85,71,72,85,77,53,65,5,14,€9M
30,77,€26K,Right,3,CDM,5'9,159lbs,74,57,70,80,56,66,68,78,58,61,72,77,77,71,78,68,59,65,79,61,14,10,€6.5M
30,77,€22K,Right,3,RB,5'8,150lbs,77,59,68,76,59,62,63,69,77,80,79,72,73,80,79,83,73,59,52,67,15,7,€6.5M
34,77,€20K,Right,4,ST,6'1,183lbs,63,80,79,68,81,62,72,69,50,57,58,79,62,80,77,53,78,84,66,62,9,11,€4.7M
23,84,€44K,Right,4,RB,5'10,161lbs,81,51,55,79,76,76,68,78,71,68,69,70,72,72,59,74,65,69,64,46,9,16,€10.5M
28,77,€14K,Right,2,CB,6'4,190lbs,34,34,78,58,29,44,28,57,47,47,32,73,32,41,30,64,88,21,47,38,11,11,€7M
26,78,€19K,Right,3,RWB,5'10,172lbs,76,46,63,73,36,79,65,77,78,80,67,77,70,67,70,79,72,76,68,78,6,15,€8.5M
30,77,€24K,Right,3,GK,6'2,163lbs,13,10,14,38,10,25,11,26,60,60,67,70,63,23,70,40,68,12,50,19,75,81,€5.5M
27,77,€75K,Left,3,CM,5'10,165lbs,72,62,64,80,69,79,70,79,69,73,77,74,75,78,65,77,67,76,76,56,7,9,€9M
33,77,€20K,Right,3,LW,5'6,132lbs,78,66,58,78,74,81,76,80,80,67,85,76,93,68,53,69,54,80,76,69,14,7,€5.5M
21,84,€11K,Left,3,LW,5'7,150lbs,77,66,43,80,68,82,82,80,85,82,85,73,88,74,57,70,40,71,80,60,6,6,€12.5M
28,77,€27K,Right,4,ST,5'10,205lbs,51,80,76,64,72,69,52,76,68,67,67,73,82,83,72,68,89,81,51,75,14,15,€9M
32,77,€22K,Right,3,RCM,5'10,170lbs,58,57,73,74,67,63,70,76,50,54,64,75,68,82,79,76,88,59,65,61,13,16,€5M
28,77,€1K,Right,3,CM,6'1,165lbs,68,72,56,80,35,69,41,72,62,63,67,75,77,80,59,80,73,58,82,51,15,10,€9M
28,77,€33K,Right,3,RB,6'0,181lbs,77,55,74,75,57,72,66,73,74,79,54,74,52,76,69,79,82,71,55,50,11,12,€7M
32,77,€30K,Left,3,CB,6'2,187lbs,52,38,78,72,34,56,48,70,45,51,58,75,54,67,74,55,74,38,60,44,10,12,€5M
22,82,€1K,Left,2,CAM,6'0,163lbs,65,64,53,82,62,78,64,79,71,75,77,74,67,65,58,74,64,72,80,57,12,15,€12M
30,77,€30K,Right,4,RCB,6'0,181lbs,49,25,77,69,36,42,28,69,57,68,60,64,61,28,73,65,78,39,40,43,16,11,€6.5M
34,77,€44K,Right,3,GK,6'4,196lbs,14,12,15,32,12,16,15,22,42,44,44,75,47,22,71,43,76,7,37,23,79,72,€3.6M
30,77,€42K,Right,3,CM,5'10,168lbs,65,45,58,78,60,76,55,77,76,69,75,76,81,77,91,87,77,66,72,46,8,12,€8M
34,77,€13K,Right,3,RB,5'8,161lbs,77,57,62,75,57,75,70,75,70,69,70,74,83,76,75,74,63,70,65,65,10,9,€2.5M
30,77,€24K,Right,4,LDM,6'0,172lbs,62,75,68,79,72,71,68,77,56,58,64,77,59,80,65,75,76,76,73,75,9,13,€6.5M
37,77,€3K,Right,4,ST,6'0,174lbs,56,83,84,71,80,66,54,81,47,39,67,84,67,76,72,57,73,84,73,84,9,14,€3.2M
32,77,€22K,Right,3,CDM,5'11,172lbs,58,67,62,78,47,65,60,69,64,32,60,75,67,61,69,68,81,64,75,59,15,16,€5M
34,77,€50K,Right,5,ST,5'7,159lbs,51,77,78,70,70,76,68,75,76,73,77,70,82,80,77,73,75,83,72,83,8,6,€4.7M
24,81,€28K,Right,3,LM,5'10,150lbs,78,70,53,79,63,75,75,77,73,70,70,78,69,77,71,77,65,74,76,76,11,15,€11.5M
27,77,€31K,Right,4,RCM,6'0,168lbs,77,72,65,78,73,78,78,79,75,75,79,73,72,77,66,65,69,74,78,62,14,13,€9.5M
25,80,€ 0,Right,3,RM,6'0,163lbs,67,64,51,82,57,78,60,79,78,81,80,73,76,76,60,79,59,71,70,63,7,8,€ 0
34,77,€26K,Left,3,RM,5'9,159lbs,78,70,57,79,61,77,82,80,69,71,69,75,73,75,67,79,75,68,80,73,9,16,€4.5M
27,78,€43K,Right,4,RB,5'9,161lbs,77,50,62,73,66,70,77,74,79,79,78,73,80,82,75,83,68,63,63,50,8,8,€8M
28,77,€34K,Right,3,RCM,6'0,170lbs,68,54,60,80,69,79,72,80,73,75,75,76,75,72,68,76,65,74,78,68,5,5,€9M
28,77,€53K,Right,2,LS,6'2,185lbs,56,79,81,62,72,66,59,73,62,58,62,78,55,83,81,55,78,83,61,83,9,13,€9M
28,79,€53K,Right,3,CB,6'0,172lbs,40,25,74,54,33,54,38,58,69,71,72,73,79,52,80,61,73,23,30,35,11,6,€8.5M
31,77,€26K,Right,3,ST,5'9,170lbs,65,79,55,73,75,86,80,84,80,75,88,76,73,77,70,70,66,77,63,72,6,12,€8M
18,89,€22K,Right,3,RM,5'11,168lbs,68,70,38,74,65,86,75,85,88,86,90,76,87,64,49,66,52,68,75,57,11,13,€14.5M
33,77,€41K,Right,3,RB,6'0,159lbs,75,58,72,76,64,74,72,77,74,75,70,75,68,77,70,77,72,66,56,55,14,14,€3.4M
29,77,€54K,Left,4,LB,5'10,163lbs,76,57,58,74,44,74,65,76,79,77,75,76,73,76,73,80,71,66,67,49,13,11,€6.5M
22,83,€115K,Left,2,ST,5'9,152lbs,65,78,75,77,75,81,70,80,78,80,78,71,78,76,63,69,63,77,71,66,13,16,€12.5M
29,77,€ 0,Left,3,ST,5'11,176lbs,68,77,71,73,73,76,73,76,78,85,79,71,73,77,70,78,74,76,73,72,15,16,€ 0
27,77,€74K,Right,4,CDM,5'11,159lbs,68,55,63,80,61,74,64,74,60,58,64,71,70,67,65,69,71,63,72,60,10,13,€7.5M
28,77,€54K,Right,4,LM,5'6,137lbs,73,64,47,75,51,80,72,77,91,88,91,65,92,74,76,75,36,75,72,67,9,7,€9M
29,77,€29K,Right,4,RM,5'11,157lbs,79,70,54,76,64,78,62,79,78,76,75,78,69,88,77,67,69,79,72,48,8,15,€8.5M
31,77,€11K,Left,3,ST,6'2,172lbs,64,78,80,67,74,73,62,75,66,72,68,73,54,78,74,70,85,79,71,72,8,7,€8M
31,77,€15K,Right,2,GK,6'0,181lbs,10,9,10,29,10,10,9,28,41,49,32,74,32,22,72,38,68,6,27,24,75,79,€5.5M
32,77,€65K,Right,3,CDM,6'0,181lbs,60,48,70,78,43,70,52,74,69,66,64,66,41,72,75,77,85,58,68,62,13,7,€5M
28,77,€79K,Right,2,CM,6'2,201lbs,75,69,70,79,64,82,75,77,79,81,67,74,58,85,78,87,88,76,71,60,10,8,€9M
21,84,€22K,Right,3,RCB,6'2,165lbs,42,42,74,71,38,66,37,70,54,73,62,75,56,55,71,72,78,52,57,48,13,13,€11M
23,81,€21K,Right,3,RCM,6'1,152lbs,71,62,73,75,57,74,70,73,63,69,74,67,64,78,75,76,68,56,67,58,14,14,€10M
24,83,€26K,Right,2,CB,6'0,176lbs,65,44,73,69,43,54,59,64,68,68,66,71,74,59,82,69,76,33,55,54,9,14,€10.5M
36,77,€20K,Right,4,RS,6'2,159lbs,49,79,82,75,79,68,55,77,34,41,33,79,32,83,42,64,90,82,69,80,13,14,€3.2M
34,77,€31K,Right,3,CB,5'11,159lbs,74,45,66,80,57,67,70,74,53,55,69,79,72,54,74,70,68,62,75,61,15,9,€2.7M
27,77,€47K,Right,4,RM,6'0,157lbs,76,78,63,75,81,79,80,77,79,78,74,78,75,82,69,76,67,80,76,77,9,12,€9.5M
29,77,€16K,Right,3,ST,6'0,165lbs,49,76,71,61,70,80,64,76,84,81,75,78,69,73,80,78,78,84,60,63,16,8,€9M
30,77,€22K,Right,3,RS,5'7,148lbs,63,72,55,71,71,81,65,78,92,93,91,77,91,77,80,71,40,75,74,64,12,9,€8.5M
29,78,€21K,Right,2,GK,6'4,190lbs,12,15,16,34,14,14,16,19,49,61,58,67,50,14,74,38,61,17,43,12,79,78,€7M
25,81,€23K,Right,3,RWB,5'8,157lbs,75,35,53,71,45,76,54,75,85,82,79,74,80,60,73,85,58,63,46,38,10,13,€9.5M
23,83,€19K,Right,3,RCB,6'0,172lbs,48,41,75,70,55,53,56,72,66,67,56,79,76,69,75,71,76,39,34,61,12,11,€10.5M
35,77,€49K,Right,4,ST,5'7,143lbs,54,85,65,66,82,74,63,77,73,63,77,78,87,84,68,55,54,85,65,74,10,13,€4.1M
32,77,€19K,Right,3,RCM,5'10,172lbs,81,67,60,83,84,76,85,81,58,52,68,67,78,83,77,65,57,66,82,77,12,11,€6.5M
20,87,€46K,Left,4,LM,5'8,146lbs,80,71,58,72,69,82,80,81,83,80,84,71,82,80,48,61,54,70,73,64,9,8,€14.5M
26,80,€40K,Right,4,RS,5'11,170lbs,50,81,75,72,72,76,74,75,74,76,77,72,71,75,89,81,78,80,64,76,15,11,€11M
32,77,€21K,Right,2,GK,6'4,207lbs,15,14,19,39,13,12,14,31,45,48,68,76,40,36,74,32,78,17,45,19,76,80,€5M
27,78,€42K,Right,4,ST,6'3,172lbs,63,78,73,70,66,78,64,78,78,85,76,75,67,76,71,82,81,78,72,67,10,8,€10.5M
23,82,€35K,Right,2,RCB,6'3,187lbs,34,21,77,57,36,45,33,52,66,69,46,74,40,40,71,54,81,25,31,45,10,11,€10M
26,80,€65K,Right,3,LCM,6'1,165lbs,68,50,70,77,60,74,56,76,64,66,68,69,63,74,72,76,75,60,78,59,6,7,€9M
24,79,€20K,Left,3,LCB,6'2,196lbs,51,23,77,72,26,58,55,63,55,68,53,76,49,49,67,69,83,26,61,41,9,15,€9M
20,86,€30K,Right,3,RB,6'1,163lbs,74,30,69,74,35,72,68,73,78,84,69,69,64,57,86,69,79,59,60,45,11,15,€12M
32,77,€110K,Left,3,CB,6'0,176lbs,63,52,81,80,56,55,61,64,67,64,61,70,56,78,90,52,79,41,51,62,11,15,€5M
31,77,€68K,Right,2,RB,5'11,161lbs,75,38,68,76,60,75,69,75,77,85,75,76,75,68,75,76,69,74,68,48,3,3,€6M
24,83,€22K,Right,3,RCB,6'1,165lbs,55,39,76,76,31,58,30,73,65,63,65,76,64,45,79,72,72,43,51,53,9,7,€10.5M
26,78,€56K,Right,3,ST,6'2,203lbs,46,78,83,65,69,66,69,74,68,75,65,75,61,80,76,70,84,79,64,81,7,16,€10.5M
26,77,€26K,Right,3,RS,5'10,159lbs,57,76,77,65,72,72,61,73,81,81,79,73,77,85,56,61,72,75,56,56,8,11,€9.5M
24,82,€26K,Right,2,CDM,6'1,183lbs,58,44,69,78,54,74,58,78,67,67,68,72,68,72,79,84,77,58,74,60,15,11,€10M
29,77,€1K,Right,3,CB,6'4,183lbs,51,30,84,62,38,33,72,63,69,66,37,69,43,71,79,74,86,25,51,68,13,7,€7M
25,79,€33K,Right,2,LM,5'11,165lbs,82,72,47,73,70,83,84,84,74,66,78,72,79,81,52,72,62,73,70,65,8,14,€11M
31,77,€120K,Right,4,CM,5'10,168lbs,77,71,65,79,78,79,79,80,75,68,81,74,76,75,78,59,68,77,80,73,12,11,€7.5M
28,77,€10K,Right,4,LCM,5'8,161lbs,76,61,55,81,69,78,77,79,74,68,74,76,81,72,66,78,65,73,75,59,10,12,€9M
29,77,€16K,Right,4,RCB,6'1,168lbs,64,32,77,72,49,62,55,70,65,72,63,74,61,54,72,74,76,49,63,55,9,6,€7M
30,77,€43K,Left,2,LB,5'11,163lbs,73,37,68,74,47,63,73,69,74,78,65,77,63,74,75,82,75,54,52,46,9,8,€6.5M
25,80,€80K,Right,4,LM,6'1,165lbs,76,60,62,74,59,81,62,80,77,83,74,74,61,68,76,89,72,70,68,59,15,14,€11M
27,77,€50K,Right,4,CB,6'1,194lbs,49,41,76,67,37,62,32,66,65,67,68,76,64,69,80,68,80,63,65,65,13,8,€7.5M
26,78,€47K,Right,3,CM,6'1,174lbs,58,62,68,77,72,72,74,82,64,62,70,77,64,80,68,88,67,66,82,66,9,6,€10.5M
26,78,€60K,Right,3,ST,6'1,187lbs,39,78,90,65,70,68,68,76,51,69,54,72,55,78,83,66,85,78,42,72,13,7,€10.5M
30,77,€43K,Right,3,GK,6'2,187lbs,18,14,11,37,15,24,16,20,49,52,68,75,60,12,75,38,59,18,65,14,79,81,€5.5M
24,83,€27K,Right,3,LW,5'10,154lbs,76,68,50,78,57,83,80,81,78,74,78,72,72,78,58,70,68,75,75,70,7,14,€12M
32,77,€34K,Right,4,RCM,6'2,179lbs,67,73,78,76,75,69,69,75,37,39,50,76,48,79,61,85,79,74,75,63,7,8,€6.5M
34,77,€51K,Right,3,ST,6'0,176lbs,48,83,85,69,74,65,57,74,34,34,52,84,71,78,84,55,77,88,70,80,7,10,€4.7M
29,77,€54K,Right,3,RDM,5'10,159lbs,65,56,51,81,58,73,60,77,74,76,75,75,75,76,56,85,64,69,75,63,12,14,€8.5M
28,78,€37K,Right,2,GK,6'4,174lbs,11,17,16,33,12,17,15,17,58,56,35,69,43,20,68,35,63,16,50,41,77,81,€7M
28,78,€19K,Right,3,GK,6'1,181lbs,11,16,17,14,14,17,15,15,49,54,66,69,44,17,75,31,52,14,42,25,74,79,€7M
21,85,€21K,Right,3,CM,6'3,176lbs,64,56,65,82,28,73,60,79,74,86,67,73,63,69,65,79,83,63,76,39,13,11,€13M
24,83,€1K,Left,3,CB,6'2,190lbs,58,43,68,65,26,69,60,55,91,75,55,70,65,74,68,72,86,65,50,45,12,12,€10.5M
25,82,€14K,Right,3,ST,5'10,179lbs,49,80,77,65,69,68,67,76,70,68,62,74,75,82,82,69,88,78,58,86,10,15,€12M
23,82,€83K,Right,3,ST,6'1,165lbs,69,75,73,74,69,76,54,74,76,79,72,76,64,79,73,65,76,78,69,65,11,15,€12M
24,83,€19K,Right,4,LDM,6'3,190lbs,67,65,78,77,70,74,72,77,72,74,62,72,62,79,70,87,83,68,71,60,13,7,€10.5M
27,77,€31K,Left,4,LM,5'10,163lbs,80,78,54,72,68,80,74,76,77,79,77,78,74,81,75,65,67,74,74,64,7,8,€9.5M
23,83,€27K,Right,3,RS,6'4,181lbs,40,80,78,61,76,68,65,74,71,77,65,77,60,79,70,74,77,81,58,72,11,14,€12.5M
24,80,€43K,Left,2,LB,5'10,159lbs,78,37,53,77,29,79,66,78,87,79,78,75,77,60,68,77,64,69,69,67,14,14,€9.5M
30,77,€28K,Right,5,RCM,5'11,168lbs,80,67,63,76,66,75,68,76,76,76,72,74,78,80,75,76,66,73,71,74,12,11,€6.5M
25,80,€35K,Right,4,RB,5'9,157lbs,75,33,55,76,37,75,59,74,74,77,78,77,82,43,64,77,67,72,45,43,15,11,€9M
20,89,€62K,Right,3,RS,6'0,172lbs,48,80,76,70,72,74,68,76,75,77,69,74,76,74,75,72,74,80,56,68,10,5,€16M
21,83,€11K,Right,2,CB,6'0,196lbs,35,28,76,65,32,56,29,69,66,66,40,70,54,48,84,65,87,35,34,47,9,6,€9.5M
